"Year","Month","Day","Hour","Line","BusId","NumberOfOutliers"
2013,12,13,4,184,A37515,1
2013,12,17,15,2332,D86705,1
2013,11,27,2,155,A37647,1
2013,12,17,8,384,B60025,1
2013,12,16,17,292,B55117,1
2013,10,7,15,318,C41049,2
2013,12,17,22,839,D87331,1
2013,10,16,19,669,B11527,1
2013,10,14,19,2344,B28734,1
2013,12,9,20,849,D87199,1
2013,10,2,21,915,B10193,1
2013,9,30,23,472,A29120,1
2013,10,17,22,397,D53652,1
2013,12,14,23,382,C87408,1
2013,10,17,22,329,B28563,1
2013,12,17,12,475,A29033,1
2013,12,21,23,898,D87260,1
2013,12,17,8,484,B31045,1
2013,10,11,20,362,B11639,1
2013,12,13,5,322,B10076,1
2013,12,17,11,128,A41307,2
2013,12,11,10,358,D81099,1
2013,12,28,12,161,A37631,1
2013,10,7,14,913,B10059,1
2013,12,11,8,2332,D86762,1
2013,12,27,18,934,B10018,1
2013,12,25,14,2345,C12513,1
2013,11,2,4,623,B58130,2
2013,10,11,7,328,B10090,2
2013,12,11,15,386,B60009,1
2013,12,20,20,2329,C87800,1
2013,12,7,15,825,D87291,1
2013,12,14,19,898,D87055,2
2013,11,8,14,802,D86067,1
2013,12,6,18,173,A41084,1
2013,10,1,19,634,B10133,1
2013,11,12,18,384,B60075,1
2013,10,29,8,748,C13009,1
2013,12,21,20,839,D87330,1
2013,10,22,1,634,B10015,1
2013,12,17,16,734,C30152,1
2013,12,31,10,678,C82597,1
2013,12,31,19,366,D87400,1
2013,9,30,22,328,B10130,1
2013,12,17,11,456,B42542,2
2013,10,15,11,936,D58733,1
2013,12,2,18,2018,C41887,1
2013,12,22,12,161,A37565,1
2013,9,30,22,924,B10192,1
2013,10,1,22,750,D87180,2
2013,11,10,19,634,B10161,1
2013,9,28,20,634,B10065,1
2013,12,6,19,914,B10145,1
2013,10,11,19,390,C20083,1
2013,12,6,11,323,B10126,1
2013,10,18,18,2302,B31539,1
2013,10,1,15,378,B11650,1
2013,10,1,15,378,B11657,1
2013,11,26,12,125,A71513,1
2013,10,17,22,384,B31255,1
2013,12,21,19,869,D87246,1
2013,10,29,14,217,A71504,1
2013,12,21,19,869,D87245,1
2013,11,3,13,110,A41176,1
2013,11,2,2,924,B10192,2
2013,12,29,19,363,C82563,1
2013,12,22,22,825,D87273,1
2013,12,14,16,133,A37649,1
2013,10,14,19,328,B10063,1
2013,12,11,9,370,D53510,1
2013,12,17,22,128,A41169,2
2013,11,5,19,435,A55022,1
2013,12,10,2,936,D58778,1
2013,12,21,1,840,D87159,1
2013,12,7,17,485,B31048,2
2013,12,17,12,2310,D53912,2
2013,12,11,19,132,A41160,1
2013,12,23,14,650,B42620,1
2013,12,27,11,868,D87404,1
2013,12,10,2,839,D87167,1
2013,12,27,11,868,D87406,1
2013,10,18,19,397,D53641,1
2013,12,17,10,651,C82511,1
2013,11,11,3,583,A37693,2
2013,10,24,6,2338,D86748,1
2013,10,7,18,292,B55010,1
2013,10,16,8,623,B58120,1
2013,12,11,15,378,B11534,1
2013,10,14,16,474,A29037,1
2013,10,14,22,864,D86397,1
2013,12,16,21,136,A37701,1
2013,12,12,21,121,A41215,1
2013,10,10,10,329,B28535,1
2013,9,30,23,323,B10095,1
2013,9,30,23,323,B10092,2
2013,12,16,10,873,D90084,1
2013,12,16,21,630,B10509,1
2013,12,30,12,650,B42620,2
2013,12,23,3,133,A37633,1
2013,12,11,13,2308,D90533,1
2013,10,11,22,321,B28525,1
2013,12,31,23,825,D87268,1
2013,10,27,19,323,B10011,1
2013,12,11,13,2295,B31512,1
2013,12,11,13,2295,B31511,1
2013,10,3,2,184,A37585,1
2013,12,24,20,898,D87055,1
2013,12,23,22,924,B10131,1
2013,12,1,23,321,B28525,1
2013,10,1,4,910,B10068,1
2013,12,18,23,771,D87170,1
2013,12,8,1,830,D87319,1
2013,12,20,15,849,D87197,1
2013,12,22,14,181,A41246,1
2013,10,1,17,313,B58110,2
2013,12,17,8,413,A48024,1
2013,10,23,21,328,B10104,2
2013,12,9,6,378,B11624,1
2013,12,12,2,382,C87455,1
2013,10,21,7,127,A41284,1
2013,12,14,0,893,D87406,1
2013,11,7,15,689,D81120,1
2013,12,17,8,435,A55100,1
2013,12,18,4,584,A37676,1
2013,12,17,11,2331,D90578,2
2013,9,30,22,934,B10018,2
2013,12,17,11,2331,D90577,2
2013,12,18,6,696,B28553,1
2013,12,16,15,355,B75630,1
2013,12,11,5,569,A37627,1
2013,12,24,16,840,D87223,1
2013,10,1,20,311,B55054,1
2013,12,16,15,355,B75633,1
2013,12,31,23,136,A37683,1
2013,12,4,13,247,B71089,1
2013,12,2,15,915,B10195,1
2013,12,14,9,652,C82529,1
2013,11,24,7,322,B10086,2
2013,12,17,8,607,C42528,1
2013,12,11,18,181,A41341,1
2013,11,4,2,569,A37648,2
2013,10,19,22,322,B10070,1
2013,10,10,5,2334,D86703,1
2013,10,19,9,328,B10110,1
2013,12,7,19,833,D87299,1
2013,10,29,23,161,A37713,1
2013,10,19,16,915,B10090,1
2013,10,3,3,184,A37634,1
2013,12,17,12,457,B42561,2
2013,12,17,12,457,B42563,2
2013,11,7,21,183,A37567,1
2013,12,23,21,898,D87260,1
2013,10,21,13,867,D86346,1
2013,10,27,14,580,A37620,1
2013,10,24,2,328,B10112,1
2013,12,17,10,209,A29145,1
2013,12,17,10,209,A29142,1
2013,12,14,22,804,D87533,1
2013,11,1,21,696,B28532,1
2013,11,23,22,124,A71575,1
2013,12,10,17,804,D87501,1
2013,12,27,23,839,D87247,1
2013,12,13,23,378,B11541,1
2013,11,27,18,128,A41179,1
2013,10,7,17,383,D58548,1
2013,10,3,7,910,B10037,1
2013,12,11,7,781,C44597,1
2013,12,17,16,846,D81009,1
2013,12,12,13,634,B10091,1
2013,12,14,1,2336,D87890,1
2013,11,1,17,635,B10126,1
2013,12,17,10,162,A37535,1
2013,10,19,22,914,B10066,3
2013,10,11,18,229,A50143,1
2013,11,29,15,485,B31048,1
2013,10,23,22,324,B28560,1
2013,12,15,18,840,D87445,1
2013,11,3,3,583,A37693,2
2013,11,23,11,2251,B25542,1
2013,10,26,23,328,B10203,1
2013,12,17,8,696,B28513,1
2013,12,15,18,947,B60013,1
2013,12,20,23,839,D87332,1
2013,11,5,3,181,A41321,1
2013,12,17,11,397,D53636,2
2013,12,17,15,201,A48043,1
2013,12,16,18,455,B71066,1
2013,12,7,20,910,B10148,1
2013,10,11,21,457,B42644,1
2013,10,31,6,913,B10188,1
2013,12,18,21,919,B63091,1
2013,12,6,3,315,C41384,1
2013,12,31,23,465,C30140,1
2013,12,23,4,934,B10018,1
2013,12,13,16,893,D87121,1
2013,10,1,16,2343,B28706,1
2013,12,17,11,395,D58562,2
2013,12,7,4,184,A37682,1
2013,12,17,11,362,B11510,2
2013,10,30,22,322,B10086,3
2013,12,17,10,350,B73074,1
2013,11,7,12,170,A41310,2
2013,11,11,22,329,B28552,1
2013,12,17,10,350,B73072,1
2013,12,27,18,382,C87484,1
2013,9,28,22,934,B10018,2
2013,12,16,7,201,A48025,1
2013,12,24,14,382,C87477,1
2013,12,17,15,790,D59076,1
2013,11,12,7,378,B11519,1
2013,10,1,20,254,B42533,1
2013,12,14,23,804,D87052,1
2013,12,13,23,2342,B10409,1
2013,11,2,22,910,B10143,1
2013,12,19,16,711,B82671,1
2013,10,19,3,327,B10058,1
2013,12,12,16,650,B42620,1
2013,12,25,7,308,C21040,1
2013,12,22,22,898,D87503,1
2013,12,17,12,742,D58654,2
2013,11,28,22,650,B42620,1
2013,10,11,19,369,D53531,1
2013,11,10,2,393,D53547,1
2013,12,1,2,915,B10086,1
2013,12,19,22,868,D87380,1
2013,12,17,10,315,C41399,1
2013,10,2,1,901,B10015,2
2013,12,18,22,323,B10138,1
2013,10,29,4,922,B10081,1
2013,11,4,5,910,B10122,1
2013,12,16,22,832,C39658,1
2013,12,18,23,323,B10164,1
2013,10,8,20,125,A71564,1
2013,9,27,18,678,C82600,1
2013,10,8,23,910,B10148,1
2013,11,5,22,329,B28600,2
2013,10,11,22,329,B28568,1
2013,12,10,14,821,D87354,1
2013,11,23,11,483,B31034,1
2013,12,2,15,894,D81007,1
2013,12,17,12,409,A71581,2
2013,12,17,8,485,B31077,1
2013,12,27,7,650,B42620,1
2013,11,11,23,924,B10192,2
2013,11,1,19,301,C50112,1
2013,10,28,14,934,B10018,1
2013,12,14,19,329,B28605,1
2013,11,6,17,382,C87177,1
2013,12,30,19,382,C87482,1
2013,11,6,17,363,C82651,1
2013,11,3,12,110,A41176,1
2013,12,8,22,398,D87526,1
2013,12,16,19,456,B42542,1
2013,12,8,22,398,D87522,1
2013,12,9,4,162,A37538,1
2013,12,5,23,410,A72046,1
2013,9,30,16,2305,B32805,1
2013,11,2,1,910,B10094,1
2013,12,22,6,186,A21151,1
2013,10,1,14,2302,B31541,2
2013,10,1,14,2302,B31542,1
2013,11,11,9,386,B60032,1
2013,11,25,15,498,B31051,1
2013,12,14,6,170,A41303,1
2013,12,13,14,328,B10130,1
2013,12,30,22,821,D87436,1
2013,12,17,10,636,C47587,1
2013,10,29,6,363,C82577,1
2013,12,17,11,462,A41295,2
2013,12,17,10,636,C47588,1
2013,12,15,10,2018,C41871,1
2013,12,13,4,583,A37700,1
2013,12,17,10,247,B71026,1
2013,11,10,11,910,B10155,1
2013,10,11,16,397,D53649,1
2013,10,27,16,2343,B28715,1
2013,12,16,21,687,B32555,1
2013,11,5,21,123,A41282,1
2013,11,6,19,402,B55121,1
2013,10,11,18,277,B42658,1
2013,12,16,17,306,C47552,1
2013,12,2,5,634,B10114,1
2013,11,8,15,782,C44685,1
2013,12,17,12,173,A41306,2
2013,12,11,15,369,D53510,1
2013,10,28,3,301,C50050,1
2013,12,17,8,662,B58136,1
2013,11,10,8,623,B58130,1
2013,12,29,21,162,A37714,1
2013,12,18,17,650,B42620,1
2013,10,11,19,2295,B31515,1
2013,12,22,22,382,C87177,1
2013,10,14,18,323,B10012,1
2013,12,17,10,749,C39740,1
2013,12,16,20,2343,B28740,1
2013,11,7,4,180,A37682,2
2013,12,21,3,415,A48066,1
2013,12,27,22,2336,D87746,1
2013,12,14,22,771,D87033,1
2013,10,11,20,355,B75654,1
2013,10,17,23,934,B10018,3
2013,11,3,23,178,A41356,1
2013,12,17,16,782,C44515,1
2013,12,24,22,398,D87088,1
2013,10,7,17,867,D86094,1
2013,12,13,23,2335,D87826,1
2013,9,29,6,915,B10013,1
2013,11,9,22,910,B10078,1
2013,12,9,23,382,C87455,1
2013,12,13,23,2336,D87763,1
2013,12,2,20,378,B11619,2
2013,11,8,20,472,A29060,1
2013,11,2,15,934,B10018,2
2013,10,14,17,2345,C12501,3
2013,11,8,11,850,D87144,1
2013,12,23,20,327,B10070,1
2013,12,17,12,771,D87210,2
2013,10,11,19,322,B10170,1
2013,10,11,19,2302,B31536,1
2013,11,25,10,829,C47692,1
2013,10,11,19,2302,B31531,2
2013,12,11,9,750,D90007,1
2013,12,25,17,840,D87229,1
2013,10,11,19,638,B44619,1
2013,12,22,16,898,D87260,1
2013,11,12,3,322,B10170,1
2013,12,17,10,362,B11660,1
2013,12,14,20,825,D87275,1
2013,11,2,23,910,B10004,1
2013,12,11,3,363,C82561,1
2013,12,11,11,915,B10086,1
2013,11,11,16,2310,D53903,1
2013,11,2,15,363,C82571,2
2013,10,5,12,330,B28554,1
2013,12,17,10,383,D58566,1
2013,12,17,11,232,B25550,2
2013,12,16,20,239,B71150,1
2013,12,11,17,869,D87313,1
2013,12,14,8,2345,C12515,1
2013,12,8,19,328,B10161,1
2013,11,23,18,322,B10086,1
2013,12,9,12,2329,C87848,1
2013,12,17,12,795,B32602,2
2013,10,2,7,750,D87063,1
2013,12,23,13,334,B63053,1
2013,10,7,15,676,B44595,1
2013,12,13,22,635,B10161,1
2013,12,1,4,570,A37648,1
2013,11,1,6,405,B31003,1
2013,10,6,18,324,B28560,1
2013,12,7,13,512,A37579,1
2013,12,1,8,934,B10018,2
2013,12,16,23,382,C87343,1
2013,10,17,18,2115,C47925,1
2013,12,14,13,173,A41084,1
2013,12,10,14,821,D87436,1
2013,12,11,7,2336,D87747,1
2013,12,22,23,322,B10090,1
2013,10,15,21,924,B10019,2
2013,11,10,16,940,C27097,2
2013,10,15,17,485,B31073,1
2013,12,17,8,685,B73024,1
2013,12,7,3,2336,D87873,1
2013,12,17,12,415,A48086,2
2013,12,19,14,125,A71595,1
2013,10,1,4,934,B10018,2
2013,10,1,14,2303,D90552,1
2013,12,13,21,398,D87028,1
2013,11,5,20,435,A55088,1
2013,12,22,8,125,A71505,1
2013,10,23,23,2332,D86731,1
2013,11,11,23,132,A41243,1
2013,10,16,3,322,B10086,3
2013,12,5,23,779,B32561,1
2013,12,31,23,513,A37750,1
2013,9,28,21,328,B10036,1
2013,12,7,4,584,A37624,1
2013,12,8,20,398,D87350,1
2013,11,12,17,914,B10145,1
2013,12,16,17,455,B71159,1
2013,12,16,17,455,B71152,1
2013,12,16,17,455,B71153,1
2013,10,2,23,2801,D86751,2
2013,12,17,11,183,A37634,2
2013,12,30,5,2345,C12515,1
2013,11,26,20,409,A71515,1
2013,11,23,12,323,B10090,2
2013,11,12,12,758,C39586,1
2013,12,23,19,2333,C87846,1
2013,10,2,19,2381,D86750,1
2013,12,21,12,934,B10018,1
2013,12,17,11,692,C47814,2
2013,12,23,19,869,D87127,1
2013,10,28,8,328,B10007,1
2013,12,16,22,439,A27556,1
2013,12,13,17,910,B10122,1
2013,12,17,12,396,D53657,2
2013,12,17,8,173,A41306,1
2013,10,27,16,838,D86056,1
2013,12,25,23,922,B10128,1
2013,12,10,22,924,B10003,1
2013,12,17,12,383,D58566,2
2013,12,10,20,924,B10139,1
2013,12,17,8,366,D87181,1
2013,11,4,14,323,B10172,2
2013,10,15,11,378,B11541,1
2013,10,15,11,378,B11542,1
2013,12,13,21,840,D87232,1
2013,9,28,19,934,B10018,2
2013,12,15,6,178,A41356,1
2013,12,11,8,2336,D87747,1
2013,12,16,16,232,B25550,1
2013,12,17,11,173,A41328,2
2013,12,17,12,132,A41113,2
2013,12,2,20,915,B10034,1
2013,10,3,5,915,B10041,1
2013,11,27,7,239,B71150,2
2013,10,6,3,915,B10138,1
2013,10,5,12,328,B10120,1
2013,12,2,12,315,C41294,1
2013,12,14,14,821,D87354,1
2013,12,10,19,850,D87258,1
2013,11,6,20,2338,D86710,1
2013,12,18,19,308,C21044,1
2013,12,17,8,611,C20245,1
2013,10,14,19,323,B10039,1
2013,11,5,20,354,C30148,1
2013,10,19,17,915,B10090,2
2013,12,11,9,394,D58543,1
2013,10,10,13,378,B11576,2
2013,11,10,7,172,A41231,1
2013,12,17,16,378,B11624,1
2013,10,1,17,2114,C47948,1
2013,12,11,11,393,D53518,1
2013,10,11,9,328,B10081,1
2013,12,11,11,379,D58626,1
2013,12,13,22,322,B10007,1
2013,12,10,16,2336,D87871,1
2013,10,7,18,401,A48139,1
2013,12,17,8,434,A55004,1
2013,11,29,21,324,B28588,1
2013,12,14,23,398,D87096,1
2013,10,29,8,371,C51532,1
2013,10,18,21,300,D31297,2
2013,12,15,12,460,A41284,1
2013,12,6,17,895,D87498,1
2013,11,28,23,2018,C41887,1
2013,12,16,19,634,B10133,1
2013,11,25,11,401,A48039,1
2013,12,17,11,485,B31040,2
2013,12,3,21,201,A48074,1
2013,10,6,18,162,A37535,1
2013,11,9,4,910,B10182,1
2013,12,11,19,305,C50126,1
2013,12,31,19,634,B10087,1
2013,12,19,4,910,B10142,1
2013,10,10,8,915,B10079,1
2013,12,29,21,804,D87141,1
2013,12,12,20,910,B10148,1
2013,12,17,11,157,A27524,2
2013,10,27,20,321,B28564,2
2013,12,29,23,398,D87526,1
2013,9,30,20,786,D81072,1
2013,11,23,15,322,B10086,1
2013,12,17,8,457,B42563,1
2013,12,17,8,457,B42561,1
2013,10,9,15,341,C13105,1
2013,10,7,19,910,B10066,1
2013,12,31,18,328,B10091,1
2013,12,11,11,923,D53580,1
2013,12,17,12,630,B10509,2
2013,12,8,23,382,C87188,1
2013,12,1,8,924,B10101,1
2013,10,27,7,190,A41375,1
2013,10,27,11,525,C41123,1
2013,10,15,23,180,A37678,2
2013,12,21,22,915,B10003,1
2013,12,14,6,2345,C12507,1
2013,11,8,20,378,B11628,1
2013,11,12,21,915,B10194,1
2013,12,17,8,806,C39733,1
2013,12,16,18,2015,A41819,1
2013,12,27,22,663,B28609,1
2013,12,17,11,420,A27602,2
2013,12,16,23,369,D53556,1
2013,12,8,22,898,D87227,1
2013,12,17,22,247,B71089,1
2013,12,19,19,915,B10195,1
2013,12,30,5,822,D87246,1
2013,12,17,17,2203,A71905,1
2013,12,14,19,634,B10126,1
2013,12,16,1,360,C87394,1
2013,10,10,1,328,B10112,1
2013,11,25,21,915,B10016,1
2013,11,3,23,910,B10200,1
2013,12,31,17,804,D87102,1
2013,12,12,18,229,A50141,1
2013,10,11,19,329,B28598,1
2013,10,17,19,2338,D86785,1
2013,12,14,1,839,D87204,1
2013,10,9,5,323,B10119,1
2013,12,23,4,2345,C12515,1
2013,11,12,14,2015,A41816,1
2013,12,14,1,804,D87501,1
2013,12,2,2,634,B10126,1
2013,10,6,14,324,B28560,1
2013,11,23,15,326,B28539,1
2013,12,18,18,804,D87450,1
2013,11,3,22,678,C82630,1
2013,10,2,4,915,B10013,1
2013,11,23,23,322,B10086,1
2013,12,14,22,154,A37548,1
2013,12,12,4,583,A37703,1
2013,10,9,16,2308,D90509,1
2013,12,16,15,254,B42581,1
2013,10,22,1,634,B10112,1
2013,12,6,20,840,D87283,1
2013,10,1,20,183,A37634,1
2013,10,19,16,634,B10057,1
2013,11,4,8,376,B19506,1
2013,12,8,17,901,B10166,1
2013,10,14,20,328,B10058,1
2013,12,31,20,868,D87404,1
2013,11,12,6,512,A37669,1
2013,11,30,20,924,B10101,1
2013,12,28,10,821,D87361,1
2013,11,11,17,415,A48174,2
2013,10,10,14,328,B10091,1
2013,12,15,13,485,B31040,1
2013,10,27,13,324,B28529,1
2013,12,16,23,2336,D87864,1
2013,10,17,19,910,B10200,2
2013,10,24,6,782,C44551,1
2013,12,31,19,398,D87103,1
2013,12,16,23,2336,D87863,1
2013,10,11,8,328,B10090,1
2013,11,8,21,388,D90118,1
2013,12,19,4,170,A41069,1
2013,11,2,9,915,B10012,1
2013,12,10,11,120,A71531,1
2013,11,8,21,388,D90117,1
2013,12,12,4,583,A37700,1
2013,10,1,18,2381,D86783,1
2013,12,19,17,869,D87112,1
2013,12,11,13,300,D60192,1
2013,10,7,17,2332,D86757,1
2013,12,17,15,350,B73072,1
2013,12,14,22,323,B10160,1
2013,12,18,18,2345,C12503,1
2013,12,19,22,360,C87478,1
2013,10,30,18,410,A72125,1
2013,12,16,22,313,B58054,1
2013,12,16,22,313,B58056,1
2013,12,13,5,841,D87379,1
2013,12,8,13,328,B10069,1
2013,10,27,9,173,A41171,1
2013,11,3,23,915,B10001,1
2013,10,1,18,389,D58587,1
2013,10,14,19,393,D53591,1
2013,12,25,23,821,D87363,1
2013,10,30,16,383,D58541,1
2013,12,24,20,822,D87317,1
2013,12,17,8,247,B71106,1
2013,10,1,17,391,D59194,1
2013,12,20,5,608,A50212,1
2013,10,24,2,915,B10101,1
2013,10,7,17,835,D86099,1
2013,12,17,11,249,B25532,2
2013,12,13,18,360,C87078,1
2013,10,2,21,322,B10086,2
2013,12,31,22,398,D87349,1
2013,11,30,18,608,A50212,1
2013,12,12,2,2329,C87848,1
2013,11,12,19,2018,C41874,1
2013,11,7,20,653,B82550,1
2013,10,16,23,584,A37681,1
2013,10,1,14,474,A29053,1
2013,10,29,2,634,B10112,1
2013,12,17,11,247,B71015,2
2013,12,23,18,839,D87328,1
2013,11,9,13,846,D81088,1
2013,12,16,17,753,C30147,1
2013,10,9,5,323,B10168,1
2013,11,24,12,914,B10145,1
2013,12,24,20,821,D87443,1
2013,12,17,8,126,A41081,1
2013,12,17,10,801,D13205,1
2013,12,26,16,852,D86243,1
2013,12,6,20,650,B42620,1
2013,11,7,18,850,D87144,1
2013,12,6,16,803,D59237,1
2013,11,4,6,322,B10069,1
2013,12,20,19,401,A48039,1
2013,10,1,14,324,B28536,1
2013,12,17,12,688,B32579,2
2013,11,4,23,322,B10162,1
2013,12,4,8,513,A37744,1
2013,10,16,22,711,B82611,2
2013,12,24,7,914,B10183,1
2013,11,28,7,922,B10175,1
2013,12,5,21,322,B10086,1
2013,10,26,10,634,B10015,1
2013,12,23,23,893,D87313,1
2013,10,14,22,512,A37583,2
2013,12,21,18,696,B28586,1
2013,12,30,12,2335,D87820,1
2013,10,2,4,750,D87017,1
2013,12,16,16,239,B71128,1
2013,11,4,22,326,B28540,1
2013,11,12,19,2381,D86774,1
2013,12,17,12,201,A48168,2
2013,11,4,22,326,B28549,1
2013,12,17,12,369,D53563,2
2013,12,10,20,804,D87050,1
2013,12,17,16,942,B63108,1
2013,11,12,21,472,A29121,1
2013,10,11,3,570,A37674,1
2013,12,14,17,868,D87405,1
2013,12,14,17,868,D87404,1
2013,12,11,13,752,D90022,1
2013,11,23,23,161,A37713,1
2013,12,20,1,2335,D87824,1
2013,10,14,19,392,D53662,1
2013,12,16,16,734,C30168,1
2013,10,14,19,392,D53668,1
2013,12,18,22,650,B42620,1
2013,10,1,20,2342,B10403,1
2013,11,29,17,455,B71018,1
2013,12,17,16,636,C47739,1
2013,12,3,21,328,B10048,2
2013,10,16,22,326,B28560,1
2013,12,16,16,401,A48066,1
2013,10,21,13,790,D59072,1
2013,12,19,2,924,B10192,2
2013,11,12,20,636,C47757,1
2013,12,11,22,2336,D87890,1
2013,12,4,3,184,A37658,1
2013,12,11,20,821,D87357,1
2013,10,1,9,378,B11659,1
2013,12,5,21,2307,D90578,1
2013,10,1,17,334,B63005,1
2013,12,17,10,455,B71152,1
2013,12,17,10,455,B71153,1
2013,11,4,15,328,B10129,1
2013,9,28,21,570,A37648,2
2013,12,17,10,455,B71159,1
2013,12,17,10,2336,D87877,1
2013,10,7,19,2336,D87878,1
2013,10,19,15,181,A41245,1
2013,12,15,23,898,D87139,1
2013,12,8,23,2336,D87884,1
2013,11,8,8,2203,A71905,1
2013,12,7,21,366,D87039,2
2013,12,26,15,315,C21027,1
2013,12,16,20,474,A29013,1
2013,12,1,20,328,B10076,1
2013,11,8,15,2305,B32805,1
2013,12,17,10,455,B71111,1
2013,9,28,21,325,B28548,1
2013,12,19,21,813,D87355,1
2013,12,21,13,315,C41400,1
2013,12,13,23,869,D87145,1
2013,12,18,17,413,A48106,1
2013,12,12,20,382,C87093,1
2013,12,17,11,801,D58739,2
2013,10,11,4,322,B10086,2
2013,12,10,4,161,A37692,1
2013,11,12,2,133,A37620,1
2013,10,1,20,161,A37529,1
2013,12,31,16,382,C87344,1
2013,12,2,17,2018,C41887,1
2013,12,17,11,601,C20162,2
2013,10,17,18,327,B10137,1
2013,10,3,6,326,B28546,1
2013,9,30,23,623,B58079,1
2013,12,21,8,910,B10142,1
2013,10,1,14,186,A21151,1
2013,10,22,5,323,B10182,1
2013,11,8,8,613,C30155,1
2013,10,6,9,498,B31078,1
2013,12,19,22,209,A29144,1
2013,10,1,21,771,D87783,1
2013,12,29,17,821,D87207,1
2013,12,19,16,821,D87354,1
2013,10,7,18,335,B63102,1
2013,12,21,20,322,B10086,1
2013,10,11,18,329,B28584,1
2013,10,19,10,634,B10079,1
2013,12,23,22,180,A37682,1
2013,12,16,15,125,A71572,1
2013,10,19,11,934,B10018,2
2013,11,24,17,321,B28525,1
2013,12,14,17,898,D87140,1
2013,10,15,11,2295,B31515,1
2013,12,27,13,650,B42620,1
2013,12,17,12,570,A37644,2
2013,12,23,15,308,C21040,1
2013,10,15,11,2295,B31513,1
2013,12,10,18,869,D87245,1
2013,12,17,12,426,A48051,2
2013,10,17,1,512,A37521,1
2013,10,17,18,292,B55035,1
2013,10,1,18,410,A72166,2
2013,11,5,19,769,D86039,1
2013,11,2,17,405,B31002,1
2013,12,18,15,840,D87223,1
2013,12,20,1,821,D87360,1
2013,12,2,5,170,A41003,1
2013,12,18,14,650,B42620,1
2013,12,21,17,398,D87514,1
2013,11,2,14,184,A37723,1
2013,11,27,16,934,B10018,1
2013,12,17,11,434,A55083,2
2013,12,14,1,771,D87781,1
2013,12,19,3,2342,B10410,1
2013,12,8,16,398,D87463,1
2013,10,7,18,338,C13017,1
2013,11,5,4,924,B10051,1
2013,10,11,19,363,C82625,1
2013,12,6,11,2345,C12501,1
2013,12,25,22,849,D87431,1
2013,11,5,3,922,B10175,1
2013,11,3,10,322,B10164,1
2013,10,2,21,323,B10172,2
2013,10,16,4,323,B10057,1
2013,12,17,16,782,C44587,1
2013,11,23,17,328,B10070,1
2013,11,2,12,328,B10140,1
2013,11,7,21,324,B28509,1
2013,11,11,19,329,B28612,1
2013,10,14,18,326,B28557,1
2013,12,17,8,923,D53617,1
2013,12,3,3,322,B10137,1
2013,12,17,10,2343,B28727,1
2013,12,17,15,687,B32502,1
2013,12,27,20,898,D87139,1
2013,12,17,8,2018,C41887,1
2013,12,20,18,822,D87442,1
2013,12,14,1,840,D87287,1
2013,11,26,11,328,B10034,1
2013,10,29,23,323,B10172,1
2013,12,17,8,125,A71563,1
2013,12,17,8,611,C20003,1
2013,12,13,23,184,A37610,1
2013,12,17,8,611,C20004,1
2013,12,13,15,884,D86256,1
2013,10,11,19,783,C44554,1
2013,10,3,2,2342,B10404,1
2013,10,6,3,322,B10086,2
2013,12,13,22,136,A37706,1
2013,12,31,19,821,D87439,1
2013,12,16,22,711,B82652,1
2013,12,16,18,2251,B25820,1
2013,12,20,22,398,D87193,1
2013,10,9,18,386,B31227,1
2013,10,29,23,328,B10058,1
2013,11,11,5,123,A41270,1
2013,12,11,10,395,D58569,1
2013,12,24,23,893,D87237,1
2013,10,7,19,318,C41049,2
2013,12,17,12,2309,D90524,2
2013,11,30,22,161,A37507,1
2013,12,16,22,322,B10039,1
2013,10,1,18,157,A27620,1
2013,12,8,3,634,B10126,1
2013,12,15,19,915,B10195,1
2013,11,7,9,934,B10183,1
2013,12,11,15,366,D87526,1
2013,12,11,20,382,C87025,1
2013,10,3,5,328,B10195,1
2013,12,18,16,821,D87130,1
2013,12,17,12,762,C39645,2
2013,12,14,4,323,B10073,1
2013,10,29,3,910,B10018,2
2013,10,17,23,696,B28506,1
2013,12,14,4,323,B10076,1
2013,12,17,10,292,B55067,1
2013,12,17,10,292,B55066,1
2013,12,30,4,513,A37501,1
2013,10,10,9,2145,B41805,1
2013,10,4,16,790,D59076,1
2013,11,9,8,901,B10186,1
2013,12,14,5,184,A37610,1
2013,10,27,21,328,B10083,1
2013,12,18,22,361,C87021,1
2013,11,9,8,901,B10189,1
2013,12,21,17,155,A37715,1
2013,12,31,16,840,D87159,1
2013,10,16,23,363,C82565,1
2013,12,17,23,180,A37537,1
2013,11,9,22,569,A37638,2
2013,12,16,4,584,A37605,1
2013,12,20,19,2302,B31529,1
2013,10,20,15,484,B31087,1
2013,12,16,17,393,D53533,1
2013,12,21,4,229,A50143,1
2013,11,10,23,326,B28543,1
2013,11,3,21,821,D87360,1
2013,10,9,22,323,B10084,1
2013,10,10,9,378,B11576,2
2013,12,15,15,328,B10002,1
2013,11,23,23,133,A37666,1
2013,12,16,20,226,A50036,1
2013,12,11,13,398,D87190,1
2013,12,11,13,398,D87191,1
2013,12,11,1,825,D87270,1
2013,11,5,21,2343,B28706,1
2013,10,18,19,328,B10072,2
2013,12,12,6,512,A37656,1
2013,12,17,8,457,B42602,1
2013,12,17,10,864,D86122,1
2013,12,5,22,394,D58734,1
2013,12,24,21,133,A37577,1
2013,12,21,9,398,D87524,1
2013,12,27,23,360,C87078,1
2013,12,17,8,734,C30102,1
